[ 2026-03-16 21:33:37,542] 17 root - INFO - Initiatethe data ingestion
[ 2026-03-16 21:33:40,392] 58 root - INFO - performed train tets split on thr dataframe
[ 2026-03-16 21:33:40,392] 60 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-16 21:33:40,392] 68 root - INFO - Exporting train amd test file path
[ 2026-03-16 21:33:40,438] 19 root - INFO - Data Initiate completed
[ 2026-03-16 21:33:40,438] 23 root - INFO - Initiate the data validation
[ 2026-03-16 21:33:40,551] 34 root - INFO - Required number of columns:2
[ 2026-03-16 21:33:40,551] 35 root - INFO - Data frame has columns:31
[ 2026-03-16 21:33:40,559] 34 root - INFO - Required number of columns:2
[ 2026-03-16 21:33:40,559] 35 root - INFO - Data frame has columns:31
[ 2026-03-16 21:33:40,731] 25 root - INFO - data Validation completed
[ 2026-03-16 21:33:40,731] 30 root - INFO - data transformation started
[ 2026-03-16 21:33:40,731] 49 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-16 21:33:40,731] 51 root - INFO - starting data transformation
[ 2026-03-16 21:33:40,830] 39 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2026-03-16 21:33:40,833] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-16 21:33:40,851] 45 root - INFO - entered the save_object method of MainUtils class
[ 2026-03-16 21:33:40,853] 49 root - INFO - excited the save_object method of MainUtils class
[ 2026-03-16 21:33:40,856] 40 root - INFO - data Transformation completed
[ 2026-03-16 21:33:40,856] 42 root - INFO - Model Training started
[ 2026-03-16 21:37:37,731] 45 root - INFO - entered the save_object method of MainUtils class
[ 2026-03-16 21:37:37,746] 49 root - INFO - excited the save_object method of MainUtils class
[ 2026-03-16 21:37:37,746] 123 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_16_2026_21_33_34\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914598613483372, precision_score=0.9891740176423416, recall_score=0.9937562940584088), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9706004140786749, precision_score=0.9582992641046607, recall_score=0.9832214765100671))
[ 2026-03-16 21:37:37,746] 47 root - INFO - Model Trainer completed
