[ 2026-03-03 17:23:10,188] 17 root - INFO - Initiatethe data ingestion
[ 2026-03-03 17:23:15,889] 58 root - INFO - performed train tets split on thr dataframe
[ 2026-03-03 17:23:15,889] 60 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-03 17:23:15,891] 68 root - INFO - Exporting train amd test file path
[ 2026-03-03 17:23:16,255] 19 root - INFO - Data Initiate completed
[ 2026-03-03 17:23:16,274] 23 root - INFO - Initiate the data validation
[ 2026-03-03 17:23:16,634] 34 root - INFO - Required number of columns:2
[ 2026-03-03 17:23:16,634] 35 root - INFO - Data frame has columns:31
[ 2026-03-03 17:23:16,641] 34 root - INFO - Required number of columns:2
[ 2026-03-03 17:23:16,642] 35 root - INFO - Data frame has columns:31
[ 2026-03-03 17:23:17,103] 25 root - INFO - data Validation completed
[ 2026-03-03 17:23:17,104] 30 root - INFO - data transformation started
[ 2026-03-03 17:23:17,104] 49 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-03 17:23:17,104] 51 root - INFO - starting data transformation
[ 2026-03-03 17:23:17,301] 39 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2026-03-03 17:23:17,301] 42 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-03 17:23:17,335] 45 root - INFO - entered the save_object method of MainUtils class
[ 2026-03-03 17:23:17,343] 49 root - INFO - excited the save_object method of MainUtils class
[ 2026-03-03 17:23:17,345] 40 root - INFO - data Transformation completed
[ 2026-03-03 17:23:17,345] 42 root - INFO - Model Training started
[ 2026-03-03 17:24:30,567] 45 root - INFO - entered the save_object method of MainUtils class
[ 2026-03-03 17:24:30,569] 49 root - INFO - excited the save_object method of MainUtils class
[ 2026-03-03 17:24:30,569] 123 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_03_2026_17_22_55\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9912814274128142, precision_score=0.9894758146124266, recall_score=0.9930936420881576), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9758064516129032, precision_score=0.971107544141252, recall_score=0.9805510534846029))
[ 2026-03-03 17:24:30,575] 47 root - INFO - Model Trainer completed
